gamma,mu
1.3166586870993677,0.024693973640335497
1.316661720628331,0.02469390311157394
1.3166647541574539,0.0246938325828452
1.316667787686824,0.024693762054117052
1.3460265976477306,0.014896211928636093
1.346026609790401,0.014885807416811888
1.3460277253014818,0.014896210904258009
1.346027736939578,0.01488580641772297
1.3460288529997257,0.014896209879849291
1.3460288641333105,0.014885805418585408
1.3460299807425151,0.014896208855400671
1.3460299913715552,0.014885804419419193
1.3460311085298557,0.014896207830894622
1.3460311186543679,0.014885803420190573
1.3460322363617787,0.014896206806365445
1.3460322459817071,0.014885802420932633
1.34603336423826,0.014896205781791426
1.3460333733535823,0.01488580142162017
1.3460344921592204,0.014896204757163805
1.3460345007700563,0.014885800422267115
1.3460356201248014,0.014896203732504066
1.3460356282310628,0.014885799422875483
1.346036748134854,0.014896202707789182
1.346036755736585,0.014885798423424745
1.4076659616246034,0.023758326930872153
1.4076659639707327,0.02203495325971368
1.4076672199205478,0.023758286448956382
1.4076672221667592,0.022034920161610096
1.4076684782516833,0.02375824596699114
1.407668480397811,0.022034887063702564
1.4076697366178583,0.023758205484984255
1.4076697386641221,0.0220348539659618
1.4076709950192323,0.023758165002928586
1.4076709969655423,0.02203482086841524
1.4076722534556965,0.023758124520835876
1.4076722553020007,0.02203478777106162
1.4076735119273038,0.023758084038698894
1.4076735136736211,0.02203475467388492
1.407674770434025,0.023758043556510833
1.4076747720803684,0.022034721576888745
1.407676028975774,0.023758003074290098
1.4076760305222564,0.02203468848009421
1.4076772875527164,0.023757962592030116
1.407677288999224,0.02203465538346367
1.4455066018658287,0.018774834316963373
1.4455066115665107,0.018755787548506937
1.4455134572703452,0.018774830873108665
1.4455134665879676,0.018755783666488435
1.4455203126799951,0.01877482742928365
1.4455203216144217,0.018755779784490022
1.4455271680946555,0.01877482398547919
1.445527176645976,0.01875577590251464
1.445534023514362,0.01877482054169739
1.445534031682511,0.0187557720205409
1.4455408789390571,0.01877481709795233
1.4455408867241133,0.01875576813859093
1.4455477343688623,0.01877481365422239
1.4455477417707263,0.01875576425665664
1.4455545898035818,0.018774810210516316
1.4455545968223316,0.018755760374741907
1.4455614452434074,0.018774806766841238
1.4455614518790536,0.01875575649283523
1.4455683006882993,0.018774803323190845
1.4455683069407532,0.018755752610946044
1.4832612949770698,0.015435594119859916
1.483261319347087,0.015411611393038536
1.4832645116392735,0.015435576240723243
1.4832645345271165,0.015411593822491715
1.4832677283317668,0.015435558362128243
1.4832677497373952,0.015411576252518659
1.4832709450544594,0.015435540484094637
1.4832709649779834,0.015411558683099784
1.483274161807361,0.015435522606642008
1.4832741802488458,0.015411541114258513
1.483277378590534,0.015435504729719945
1.483277395549905,0.015411523546002438
1.4832805954037984,0.01543548685335118
1.4832806108812344,0.015411505978290985
1.48328381224738,0.015435468977552436
1.483283826242859,0.0154114884111619
1.4832870291211597,0.015435451102290672
1.4832870416347248,0.015411470844602069
1.4832902460251607,0.01543543322762273
1.4832902570569373,0.015411453278600272
1.551087660690953,0.015199709365410586
1.551087661805621,0.01522429992005369
1.5510893239133914,0.015199699380757103
1.5510893250055715,0.01522428939529479
1.5510909871681793,0.015199689395962938
1.551090988238021,0.015224278870393437
1.5510926504554086,0.015199679411049685
1.551092651502912,0.015224268345373859
1.551094313775159,0.015199669425988145
1.5510943148001786,0.015224257820217656
1.551095977127337,0.015199659440815453
1.5510959781300564,0.015224247294912898
1.5510976405119674,0.015199649455475101
1.5510976414922388,0.015224236769491285
1.5510993039290246,0.015199639470026895
1.551099304886967,0.015224226243925616
1.5511009673785319,0.015199629484417674
1.5511009683140973,0.015224215718220278
1.5511026308605265,0.015199619498714125
1.5511026317737007,0.015224205192369373
1.561687932506364,0.015264501846263653
1.561687951135881,0.015312774062351696
1.5616890197877997,0.015264520621623664
1.561689037415014,0.015312791963017096
1.561690107137855,0.015264539397050934
1.5616901237627705,0.015312809863760445
1.5616911945566008,0.015264558172549042
1.5616912101791636,0.01531282776455581
1.5616922820438874,0.015264576948108554
1.561692296664086,0.015312845665439813
1.561693369599821,0.015264595723779922
1.5616933832176814,0.01531286356636647
1.5616944572244167,0.01526461449947604
1.561694469839753,0.015312881467377143
1.561695544917563,0.015264633275274667
1.561695556530478,0.01531289936845819
1.5616966326793464,0.015264652051134918
1.5616966432898332,0.015312917269604428
1.5616977205098117,0.015264670827084482
1.5616977301177342,0.015312935170806794
1.6051999589432662,0.015230250363103957
1.6051999614034267,0.01523621185193222
1.6052035616948042,0.015230263855926409
1.6052035639983255,0.015236224846026996
1.6052071644650134,0.015230277348781896
1.605207166612057,0.015236237840116212
1.6052107672540468,0.015230290841635253
1.6052107692444153,0.015236250834246585
1.6052143700618424,0.01523030433452611
1.6052143718956076,0.015236263828388058
1.6052179728883158,0.015230317827424868
1.6052179745655117,0.015236276822532695
1.605221575733575,0.015230331320345382
1.6052215772541762,0.015236289816727727
1.6052251785975542,0.015230344813277653
1.605225179961563,0.015236302810915228
1.6052287814802642,0.01523035830622903
1.605228782687685,0.015236315805139927
1.6052323843817515,0.015230371799209332
1.6052323854325252,0.015236328799368865
1.608155021596058,0.01512913729895289
1.6081550306333117,0.015109894420009956
1.608155982279128,0.015129135672148072
1.6081559909694794,0.015109893262624345
1.6081569429990563,0.015129134045314173
1.6081569513425304,0.015109892105196258
1.608157903755812,0.01512913241838436
1.6081579117522737,0.015109890947680962
1.6081588645493314,0.015129130791426339
1.6081588721989235,0.015109889790125989
1.6081598253796283,0.015129129164385692
1.608159832682327,0.015109888632504238
1.6081607862467688,0.01512912753728738
1.608160793202563,0.015109887474802351
1.6081617471507061,0.015129125910137594
1.6081617537595503,0.015109886317045462
1.6081627080914553,0.015129124282918347
1.608162714353361,0.015109885159224797
1.60816366906899,0.015129122655635516
1.608163674984031,0.015109884001348432
1.6257051742411404,0.015374752313875343
1.6257051803919693,0.015419428059913117
1.6257079997000174,0.015374800364807196
1.6257080061064912,0.015419476795975703
1.6257108252350525,0.015374848415641918
1.6257108318973266,0.015419525531935464
1.6257136508463628,0.01537489646636126
1.625713657764361,0.015419574267807818
1.6257164765339445,0.015374944516982661
1.6257164837076852,0.015419623003525063
1.6257193022977414,0.015374992567520373
1.6257193097272784,0.01541967173914574
1.6257221281377798,0.015375040617955981
1.6257221358230538,0.015419720474641897
1.6257249540540761,0.015375088668289526
1.625724961995113,0.015419769210024113
1.6257277800465457,0.015375136718502795
1.6257277882434453,0.015419817945303536
1.6257306061153631,0.015375184768634066
1.6257306145680213,0.015419866680453951
1.639045229172221,0.019264203764452745
1.6390452328611134,0.019260599191043414
1.639050207774215,0.019264202399205413
1.6390502113375898,0.01926059741054811
1.6390551863977025,0.01926420103397456
1.639055189835561,0.01926059563006591
1.639060165042766,0.019264199668759086
1.6390601683549995,0.019260593849587157
1.6390651437091535,0.019264198303549824
1.639065146895893,0.01926059206911684
1.6390701223971562,0.019264196938357053
1.6390701254582856,0.019260590288648266
1.6390751011066111,0.019264195573174263
1.6390751040421294,0.019260588508189555
1.6390800798375793,0.019264194208018365
1.6390800826475744,0.0192605867277356
1.639085058590021,0.019264192842862404
1.6390850612744445,0.01926058494728961
1.6390900373640107,0.01926419147772646
1.6390900399228276,0.019260583166843894
1.6572087301302232,0.02236326023595036
1.6572087303690202,0.02210847624867649
1.6572148777752689,0.022363259246648212
1.6572148779812854,0.022108471059437355
1.6572210254237982,0.022363258257388177
1.6572210255970021,0.022108465870304583
1.6572271730758108,0.022363257268165293
1.657227173216165,0.022108460681297803
1.6572333207312846,0.02236325627897526
1.6572333208388244,0.022108455492411506
1.6572394683902143,0.022363255289827008
1.6572394684649248,0.022108450303652983
1.6572456160526745,0.02236325430071556
1.6572456160945144,0.022108445115006488
1.6572517637185575,0.022363253311644245
1.657251763727577,0.02210843992648779
1.6572579113640642,0.022108434738094512
1.6572579113878467,0.022363252322610425
1.657264059004013,0.022108429549809107
1.6572640590606755,0.022363251333610223
1.6766695441818573,0.0140708812683136
1.676669548643207,0.014010454908711474
1.6766696880110472,0.014070871982206981
1.6766696922508324,0.014010446143206727
1.6766698318579556,0.014070862696110378
1.6766698358760919,0.014010437377716374
1.6766699757225458,0.014070853409942113
1.6766699795191489,0.01401042861219596
1.6766701196048885,0.014070844123772224
1.6766701231799412,0.014010419846647996
1.6766702635049617,0.01407083483759142
1.6766702668584146,0.014010411081078205
1.676670407422754,0.014070825551381018
1.6766704105546366,0.014010402315492847
1.676670551358257,0.01407081626517054
1.6766705542685447,0.014010393549901553
1.6766706953115398,0.014070806978928643
1.6766706980002222,0.014010384784282112
1.67667083928246,0.014070797692671447
1.6766708417495908,0.01401037601863859
1.7273890137925194,0.015741376941142474
1.7273890519246673,0.01564271837228962
1.7273939561881393,0.01574141970150987
1.7273939981829478,0.015642760473711277
1.7273988986078954,0.015741462462244935
1.7273989444652968,0.015642802575481084
1.7274038410517218,0.01574150522328658
1.7274038907717335,0.015642844677607327
1.7274087835197025,0.015741547984693505
1.727408837102319,0.01564288678010193
1.7274137260116624,0.015741590746429578
1.7274137834570662,0.015642928882949686
1.727418668527751,0.015741633508489457
1.727418729835871,0.015642970986165437
1.7274236110679737,0.01574167627089961
1.7274236762388806,0.015643013089746517
1.7274285536322038,0.015741719033660836
1.7274286226658797,0.01564305519366994
1.7274334962205757,0.015741761796748372
1.7274335691171292,0.01564309729796484
1.7316899377013126,0.0256450153089596
1.7316899389855884,0.019953508900906462
1.7316922347791048,0.02564501857991416
1.7316922361178553,0.019953399738797895
1.7316945318649424,0.02564502185092733
1.7316945332582097,0.019953290577039193
1.731696828958919,0.02564502512198169
1.7316968304067595,0.019953181415585292
1.7316991260610395,0.0256450283930985
1.731699127563401,0.019953072254457176
1.7317014231712713,0.02564503166426373
1.7317014247280762,0.019952963093636998
1.7317037202896437,0.02564503493548211
1.7317037219010645,0.019952853933140155
1.7317060174161365,0.02564503820675504
1.7317060190819356,0.01995274477299452
1.731708314550695,0.02564504147808147
1.731708316271024,0.019952635613140104
1.7317106116934553,0.025645044749458227
1.7317106134683393,0.019952526453656375
1.7365179473904953,0.015367906338175896
1.7365179508730881,0.015360304304931007
1.7365229871782633,0.01536790746278492
1.736522990490102,0.015360305767063204
1.7365280269728438,0.015367908587333334
1.7365280301140342,0.015360307229154126
1.7365330667743781,0.015367909711809633
1.7365330697448618,0.01536030869115247
1.7365381065827592,0.015367910836227652
1.7365381093824996,0.015360310153109053
1.736543146398016,0.01536791196056986
1.736543149027134,0.015360311614980745
1.7365481862202112,0.015367913084868026
1.7365481886785081,0.015360313076806131
1.736553226049262,0.015367914209096079
1.7365532283368388,0.015360314538581249
1.7365582658852055,0.015367915333259227
1.7365582680021323,0.01536031600028521
1.736563305728068,0.015367916457369207
1.736563307674188,0.015360317461920398
1.775332825290905,0.01413389981666803
1.775332832450978,0.014100576926772912
1.7753332933225814,0.014133896293693493
1.775333300183809,0.014100572943033678
1.7753337613679723,0.014133892770689622
1.775333767930312,0.014100568959260219
1.7753342294270436,0.014133889247659417
1.7753342356905253,0.01410056497546593
1.775334697499748,0.014133885724573931
1.7753347034643228,0.014100560991619443
1.775335165586116,0.014133882201473028
1.7753351712518597,0.014100557007753266
1.7753356336861807,0.014133878678340853
1.7753356390530488,0.014100553023831279
1.7753361017998528,0.014133875155175876
1.7753361068678906,0.014100549039876962
1.7753365699272428,0.014133871631968458
1.775336574696388,0.014100545055902622
1.7753370380683031,0.014133868108731719
1.775337042538513,0.014100541071862684
1.7942234892037803,0.015330287630586692
1.7942235126294972,0.015346773412986077
1.794227809559474,0.015330235732039723
1.7942278318186564,0.015346721146771583
1.794232129931201,0.015330183833240259
1.7942321510239854,0.015346668880308957
1.7942364503190833,0.015330131934205215
1.794236470245468,0.015346616613600204
1.7942407707229882,0.015330080034898875
1.794240789482972,0.015346564346633413
1.794245091143085,0.015330028135340849
1.7942451087366913,0.015346512079392093
1.7942494115792789,0.01532997623555147
1.79424942800642,0.015346459811915748
1.7942537320314929,0.015329924335499782
1.7942537472922688,0.015346407544150908
1.7942580524998226,0.015329872435193369
1.794258066594265,0.015346355276155587
1.7942623729842953,0.01532982053464203
1.7942623859123834,0.015346303007907795
1.8139955962973926,0.017640012431761186
1.813995604687668,0.01760636920921038
1.8140025812549423,0.017640018946464203
1.814002589315831,0.017606375410546098
1.8140095662181575,0.01764002546118921
1.8140095739497764,0.01760638161188984
1.8140165511870938,0.017640031975940662
1.81401655858937,0.017606387813281922
1.8140235361617396,0.01764003849070525
1.8140235432347027,0.017606394014691797
1.8140305211419854,0.017640045005501388
1.8140305278857258,0.017606400216128054
1.8140375061280263,0.01764005152032058
1.814037512542307,0.017606406417587227
1.8140444911196925,0.017640058035157804
1.8140444972046899,0.01760641261907165
1.8140514761170836,0.01764006455003161
1.8140514818727504,0.017606418820581858
1.8140584611201223,0.01764007106491714
1.814058466546523,0.017606425022120432
1.8544316121845028,0.015957514149535286
1.854431638711422,0.01590150984405043
1.854435337707062,0.01595747630380191
1.854435366956208,0.015901471612987828
1.8544390632514856,0.01595743845804529
1.8544390952227388,0.015901433381933436
1.8544427888177155,0.015957400612281174
1.8544428235110806,0.01590139515087278
1.854446514405772,0.01595736276649077
1.8544465518212394,0.01590135691981275
1.8544502400156424,0.015957324920694228
1.854450280153232,0.01590131868874442
1.8544539656473775,0.015957287074896728
1.8544540085069865,0.015901280457685435
1.8544576913009052,0.01595724922905002
1.854457736882576,0.015901242226613013
1.854461416976346,0.015957211383220985
1.8544614652798685,0.015901203995574494
1.854465142673515,0.01595717353736819
1.8544651936991063,0.01590116576450129
1.8711304793999994,0.015484039720605624
1.8711304878024584,0.015480728287619015
1.8711315313706909,0.015484039984212753
1.8711315394526573,0.015480728536488313
1.8711325833722798,0.015484040247757607
1.8711325911337995,0.015480728785307006
1.8711336354047539,0.015484040511263118
1.8711336428458196,0.015480729034067518
1.8711346874680168,0.015484040774701774
1.871134694588678,0.015480729282799765
1.8711357395622221,0.015484041038111162
1.8711357463624125,0.015480729531447163
1.8711367916872461,0.015484041301452006
1.871136798167044,0.015480729780052514
1.8711378438432102,0.015484041564760935
1.871137850002499,0.01548073002862356
1.871138896029979,0.015484041828014227
1.8711389018688436,0.015480730277119298
1.871139948247622,0.01548404209120441
1.8711399537660323,0.01548073052556459
1.9084213472726594,0.019237562643561502
1.9084213478152485,0.019223237796602493
1.908424098537325,0.01923755318619638
1.908424099081825,0.019223227548554708
1.9084268498238002,0.0192375437288034
1.9084268503703161,0.019223217300457417
1.908429601132176,0.019237534271386962
1.9084296016806248,0.019223207052350057
1.9084323524624138,0.01923752481395123
1.9084323530126932,0.019223196804211393
1.9084351038143959,0.019237515356485872
1.9084351043666667,0.01922318655604019
1.9084378551882337,0.01923750589899874
1.9084378557425152,0.019223176307838923
1.9084406065839257,0.01923749644147268
1.9084406071400601,0.01922316605961182
1.9084433580013993,0.019237486983935025
1.9084433585595324,0.01922315581136207
1.908446109440767,0.019237477526362737
1.9084461100007475,0.019223145563080093
1.9514513991486648,0.015783071371134876
1.9514514040733222,0.015773402728975823
1.9514571764000999,0.01578307917160308
1.9514571811104566,0.015773410257201883
1.9514629536522046,0.015783086972072303
1.9514629581483143,0.015773417785449197
1.9514687309051475,0.015783094772570987
1.9514687351869127,0.015773425313725036
1.9514745081587557,0.015783102573062986
1.9514745122262451,0.01577343284199819
1.9514802854131104,0.01578311037359084
1.9514802892663443,0.01577344037028658
1.951486062668231,0.015783118174110825
1.95148606630719,0.01577344789859522
1.9514918399241326,0.015783125974671512
1.9514918433487876,0.015773455426904538
1.9514976171807255,0.01578313377522882
1.9514976203910464,0.015773462955227177
1.951503394438073,0.01578314157580229
1.951503397434123,0.015773470483569297
1.998234227159416,0.014582873190374407
1.9982342324573232,0.014630975997346916
1.9982379451348218,0.01458286994894296
1.998237950714069,0.014630972823071218
1.9982416631101865,0.014582866707434448
1.998241668970879,0.014630969648732034
1.9982453810855727,0.0145828634659136
1.998245387227754,0.014630966474410182
1.9982490990609734,0.01458286022434453
1.998249105484573,0.014630963299994085
1.9982528170363807,0.014582856982750077
1.998252823741436,0.014630960125586807
1.9982565350117945,0.014582853741093891
1.9982565419982592,0.014630956951133648
1.9982602529872413,0.014582850499399568
1.9982602602551018,0.014630953776625282
1.9982639709626524,0.014582847257685343
1.9982639785119791,0.014630950602100606
1.998267688938076,0.014582844015931441
1.9982676967688136,0.014630947427527461
2.013561722741061,0.016024004589154723
2.0135617336432787,0.01589501214344065
2.0135656845817076,0.016023998412318326
2.013565696450235,0.01589500488014373
2.0135696464308173,0.016023992235245133
2.013569659265744,0.01589499761662315
2.013573608288252,0.016023986057942596
2.0135736220895684,0.015894990352846323
2.0135775701541245,0.016023979880382788
2.0135775849218187,0.015894983088867082
2.013581532028405,0.016023973702588283
2.013581547762439,0.015894975824655235
2.0135854939111524,0.01602396752456418
2.0135855106114944,0.015894968560215064
2.0135894558022356,0.016023961346295766
2.013589473468945,0.015894961295536855
2.0135934177017383,0.016023955167792033
2.0135934363348995,0.015894954030639473
2.0135973796096422,0.01602394898904799
2.013597399209159,0.015894946765506755
2.01642819894954,0.01708518508600036
2.016428205717367,0.017089157618679202
2.0164331295193803,0.017085190598441796
2.0164331360315964,0.017089162748724015
2.0164380600996754,0.017085196110895318
2.0164380663562933,0.017089167878762496
2.0164429906903107,0.017085201623333737
2.016442996691386,0.017089173008786384
2.0164479212913697,0.01708520713576928
2.0164479270368183,0.01708917813881327
2.016452851902843,0.017085212648206356
2.0164528573927316,0.017089183268830434
2.016457782524742,0.017085218160646693
2.016457787759018,0.017089188398848668
2.0164627131569746,0.017085223673067203
2.0164627181357004,0.017089193528856732
2.016467643799678,0.017085229185500077
2.0164676485227604,0.01708919865886859
2.0164725744527416,0.017085234697922738
2.0164725789202125,0.017089203788867843
2.0641240779944585,0.014547841517642006
2.0641240818378543,0.014497846931155151
2.064127372888483,0.014547840772726042
2.064127376925166,0.014497846215504328
2.064130667783344,0.014547840027823474
2.064130672013407,0.014497845499848795
2.0641339626791124,0.014547839282864072
2.06413396710257,0.01449784478414238
2.0641372575758434,0.014547838537878428
2.0641372621925833,0.014497844068458486
2.0641405524734027,0.01454783779286477
2.0641405572835083,0.014497843352683792
2.0641438473718785,0.014547837047830822
2.064143852375295,0.014497842636922734
2.0641471422712696,0.014547836302795094
2.0641471474680295,0.014497841921124487
2.0641504371715773,0.014547835557692124
2.0641504425616404,0.014497841205313038
2.0641537320727226,0.014547834812562978
2.0641537376562025,0.014497840489450152
2.091922985218814,0.02313155564926053
2.091922986751237,0.022436192572469447
2.091929174281632,0.023131528512562737
2.0919291757247263,0.022436166811136807
2.0919353633602498,0.023131501375887924
2.0919353647140104,0.02243614104982575
2.091941552454571,0.023131474239245067
2.0919415537190864,0.022436115288540965
2.091947741564674,0.02313144710262766
2.0919477427398983,0.022436089527294596
2.0919539306905404,0.02313141996603969
2.091953931776478,0.022436063766067337
2.0919601198321853,0.02313139282947764
2.091960120828785,0.022436038004870457
2.0919663089896194,0.023131365692944286
2.0919663098968746,0.022436012243704003
